timestamp,cpu_usage,cpu_freq,ram_usage,temp
1777809014.6143186,50.1,2400.0,13.7,57.85
1777809015.6148653,50.0,2400.0,13.7,57.85
1777809016.6153755,50.0,2400.0,13.7,57.3
1777809017.615868,50.0,2400.0,13.7,58.4
1777809018.61637,50.0,2400.0,13.6,57.85
1777809019.6168823,50.0,2400.0,13.6,59.5
1777809020.6174471,50.1,2400.0,13.6,58.95
1777809021.6179845,50.0,2400.0,13.6,58.95
1777809022.6184971,50.0,2400.0,13.6,58.95
1777809023.6190119,50.0,2400.0,13.6,59.5
1777809024.619533,50.0,2400.0,13.6,60.05
1777809025.620033,50.0,2400.0,13.6,57.85
1777809026.620613,49.9,2400.0,13.6,58.4
1777809027.621179,50.0,2400.0,13.6,59.5
1777809028.6216934,50.0,2400.0,13.6,59.5
1777809029.622188,50.1,2400.0,13.6,60.05
1777809030.622699,50.0,2400.0,13.6,60.05
1777809031.6232028,50.1,2400.0,13.6,58.95
1777809032.6237648,50.1,2400.0,13.6,59.5
1777809033.6242948,50.0,2400.0,13.6,59.5
1777809034.6248212,50.2,2400.0,13.6,59.5
1777809035.6253476,50.0,2400.0,13.6,59.5
1777809036.6258602,50.0,2400.0,13.6,60.05
1777809037.6263642,50.0,2400.0,13.6,60.6
1777809038.6269414,50.1,2400.0,13.6,61.15
1777809039.6274867,50.1,2400.0,13.6,59.5
1777809040.628007,50.0,2400.0,13.6,61.15
1777809041.6285236,50.0,2400.0,13.6,60.6
1777809042.6290412,50.0,2400.0,13.6,61.15
1777809043.6295485,50.0,2400.0,13.6,61.7
1777809044.6301193,49.9,2400.0,13.6,61.15
1777809045.630666,50.0,2400.0,13.6,60.05
1777809046.631186,50.1,2400.0,13.6,61.7
1777809047.63169,50.0,2400.0,13.6,60.05
1777809048.6321933,50.0,2400.0,13.6,60.05
1777809049.632689,50.1,2400.0,13.6,60.05
1777809050.6332695,50.2,2400.0,13.6,61.7
1777809051.6338186,50.0,2400.0,13.6,62.8
1777809052.6343367,50.0,2400.0,13.6,61.7
1777809053.6348305,50.0,2400.0,13.6,61.7
1777809054.6353216,50.1,2400.0,13.6,62.25
1777809055.6358247,50.0,2400.0,13.6,62.25
1777809056.636398,37.8,2400.0,13.7,61.15
1777809057.6369781,0.0,2400.0,13.7,58.95
1777809058.637511,0.0,2400.0,13.7,57.85
1777809059.6380262,0.0,2400.0,13.7,58.95
1777809060.6385584,0.0,2400.0,13.7,56.75
1777809061.6390772,25.3,2400.0,13.7,58.4
1777809062.6462333,100.0,2400.0,13.7,61.15
1777809063.646817,100.0,2400.0,13.8,62.25
1777809064.6473377,100.0,2400.0,13.8,63.9
1777809065.6478682,100.0,2400.0,13.8,63.9
1777809066.6483915,100.0,2400.0,13.8,64.45
1777809067.6499126,100.0,2400.0,13.8,65.55
1777809068.650507,100.0,2400.0,13.8,66.1
1777809069.6510513,100.0,2400.0,13.7,67.2
1777809070.651573,100.0,2400.0,13.7,66.1
1777809071.6520848,100.0,2400.0,13.7,66.65
1777809072.6535888,100.0,2400.0,13.7,66.65
1777809073.654107,100.0,2400.0,13.7,67.2
1777809074.6546257,100.0,2400.0,13.7,67.75
1777809075.655156,100.0,2400.0,13.7,69.4
1777809076.6556697,100.0,2400.0,13.7,69.4
1777809077.6571643,100.0,2400.0,13.7,69.95
1777809078.657682,100.0,2400.0,13.7,69.95
1777809079.6581933,100.0,2400.0,13.7,69.4
1777809080.6587687,100.0,2400.0,13.7,69.4
1777809081.659301,100.0,2400.0,13.7,68.85
1777809082.6611865,100.0,2400.0,13.7,70.5
1777809083.6617131,100.0,2400.0,13.6,71.6
1777809084.66221,100.0,2400.0,13.6,69.4
1777809085.6627085,100.0,2400.0,13.6,70.5
1777809086.663276,100.0,2400.0,13.6,71.6
1777809087.6648026,100.0,2400.0,13.6,71.6
1777809088.6653352,100.0,2400.0,13.6,70.5
1777809089.6658378,100.0,2400.0,13.6,71.05
1777809090.6663496,100.0,2400.0,13.6,72.15
1777809091.6668534,100.0,2400.0,13.6,72.15
1777809092.667495,100.0,2400.0,13.6,71.05
1777809093.6680703,100.0,2400.0,13.6,72.7
1777809094.6685984,100.0,2400.0,13.6,72.15
